,0,1,Zipcode,Another_Store_Present
4325,1.0,0.0,15936,0
3899,1.0,0.0,14885,0
13873,1.0,0.0,49959,0
18346,1.0,0.0,62942,0
4316,1.0,0.0,15925,0
24532,1.0,0.0,86506,0
3945,1.0,0.0,15054,0
3941,1.0,0.0,15050,0
24542,1.0,0.0,86538,0
13548,1.0,0.0,49259,0
18071,1.0,0.0,62419,0
18334,1.0,0.0,62927,0
13856,1.0,0.0,49927,0
24538,1.0,0.0,86514,0
18068,1.0,0.0,62414,0
24537,1.0,0.0,86512,0
24536,1.0,0.0,86511,0
3935,1.0,0.0,15038,0
24535,1.0,0.0,86510,0
13527,1.0,0.0,49233,0
24533,1.0,0.0,86507,0
13862,1.0,0.0,49938,0
18064,1.0,0.0,62380,0
13863,1.0,0.0,49942,0
18061,1.0,0.0,62376,0
24545,1.0,0.0,86545,0
9558,1.0,0.0,35988,0
2839,1.0,0.0,12131,0
3487,1.0,0.0,13678,0
16940,1.0,0.0,59018,0
15773,1.0,0.0,56042,0
1077,1.0,0.0,4268,0
15775,1.0,0.0,56044,0
1072,1.0,0.0,4260,0
1068,1.0,0.0,4256,0
16937,1.0,0.0,59014,0
16936,1.0,0.0,59013,0
16934,1.0,0.0,59011,0
15778,1.0,0.0,56047,0
26141,1.0,0.0,98377,0
16926,1.0,0.0,58856,0
26144,1.0,0.0,98385,0
15803,1.0,0.0,56083,0
1083,1.0,0.0,4281,0
1033,1.0,0.0,4093,0
16919,1.0,0.0,58844,0
1029,1.0,0.0,4088,0
26155,1.0,0.0,98526,0
15814,1.0,0.0,56101,0
26158,1.0,0.0,98533,0
26159,1.0,0.0,98535,0
1017,1.0,0.0,4069,0
15819,1.0,0.0,56115,0
1013,1.0,0.0,4063,0
1010,1.0,0.0,4056,0
15821,1.0,0.0,56117,0
15824,1.0,0.0,56120,0
26166,1.0,0.0,98547,0
15826,1.0,0.0,56122,0
1031,1.0,0.0,4091,0
16944,1.0,0.0,59024,0
1090,1.0,0.0,4290,0
16953,1.0,0.0,59033,0
1162,1.0,0.0,4475,0
1159,1.0,0.0,4472,0
1158,1.0,0.0,4471,0
15706,1.0,0.0,55945,0
15708,1.0,0.0,55947,0
1153,1.0,0.0,4461,0
15709,1.0,0.0,55949,0
1147,1.0,0.0,4454,0
1145,1.0,0.0,4451,0
16982,1.0,0.0,59070,0
15710,1.0,0.0,55950,0
1142,1.0,0.0,4448,0
15711,1.0,0.0,55951,0
15713,1.0,0.0,55953,0
15717,1.0,0.0,55957,0
15720,1.0,0.0,55961,0
15721,1.0,0.0,55962,0
15756,1.0,0.0,56022,0
16956,1.0,0.0,59036,0
1097,1.0,0.0,4346,0
1100,1.0,0.0,4349,0
26112,1.0,0.0,98304,0
16959,1.0,0.0,59039,0
15827,1.0,0.0,56123,0
15747,1.0,0.0,56010,0
26107,1.0,0.0,98288,0
15732,1.0,0.0,55974,0
26104,1.0,0.0,98283,0
16967,1.0,0.0,59053,0
1115,1.0,0.0,4408,0
15727,1.0,0.0,55969,0
15746,1.0,0.0,56009,0
16995,1.0,0.0,59087,0
1001,1.0,0.0,4042,0
996,1.0,0.0,4037,0
919,1.0,0.0,3832,0
26223,1.0,0.0,98640,0
916,1.0,0.0,3826,0
910,1.0,0.0,3818,0
908,1.0,0.0,3816,0
15916,1.0,0.0,56249,0
26228,1.0,0.0,98647,0
16850,1.0,0.0,58655,0
16846,1.0,0.0,58651,0
15942,1.0,0.0,56283,0
897,1.0,0.0,3781,0
26234,1.0,0.0,98672,0
26236,1.0,0.0,98675,0
892,1.0,0.0,3773,0
15896,1.0,0.0,56223,0
15947,1.0,0.0,56289,0
881,1.0,0.0,3748,0
15957,1.0,0.0,56309,0
15959,1.0,0.0,56311,0
16836,1.0,0.0,58639,0
16835,1.0,0.0,58638,0
870,1.0,0.0,3603,0
26249,1.0,0.0,98829,0
15979,1.0,0.0,56335,0
861,1.0,0.0,3588,0
16822,1.0,0.0,58581,0
858,1.0,0.0,3584,0
15993,1.0,0.0,56355,0
16815,1.0,0.0,58572,0
853,1.0,0.0,3579,0
15952,1.0,0.0,56295,0
15893,1.0,0.0,56220,0
932,1.0,0.0,3847,0
26214,1.0,0.0,98621,0
994,1.0,0.0,4030,0
15833,1.0,0.0,56132,0
15834,1.0,0.0,56134,0
991,1.0,0.0,4024,0
16900,1.0,0.0,58782,0
15835,1.0,0.0,56136,0
15838,1.0,0.0,56139,0
15841,1.0,0.0,56142,0
15851,1.0,0.0,56153,0
15855,1.0,0.0,56158,0
26186,1.0,0.0,98581,0
26188,1.0,0.0,98583,0
984,1.0,0.0,4010,0
26190,1.0,0.0,98586,0
983,1.0,0.0,4009,0
15859,1.0,0.0,56162,0
981,1.0,0.0,4006,0
26213,1.0,0.0,98620,0
15890,1.0,0.0,56216,0
26209,1.0,0.0,98614,0
16867,1.0,0.0,58733,0
15884,1.0,0.0,56209,0
958,1.0,0.0,3882,0
15832,1.0,0.0,56131,0
15882,1.0,0.0,56207,0
15877,1.0,0.0,56183,0
977,1.0,0.0,4001,0
26197,1.0,0.0,98593,0
16879,1.0,0.0,58755,0
978,1.0,0.0,4002,0
15862,1.0,0.0,56166,0
16873,1.0,0.0,58741,0
26263,1.0,0.0,98849,0
15685,1.0,0.0,55919,0
1171,1.0,0.0,4490,0
25946,1.0,0.0,97536,0
1285,1.0,0.0,4762,0
25951,1.0,0.0,97541,0
25952,1.0,0.0,97543,0
1283,1.0,0.0,4760,0
25955,1.0,0.0,97620,0
17082,1.0,0.0,59440,0
15546,1.0,0.0,55355,0
25959,1.0,0.0,97624,0
25960,1.0,0.0,97625,0
1279,1.0,0.0,4750,0
15566,1.0,0.0,55385,0
1277,1.0,0.0,4746,0
15569,1.0,0.0,55389,0
1287,1.0,0.0,4764,0
1273,1.0,0.0,4740,0
1270,1.0,0.0,4735,0
25971,1.0,0.0,97639,0
1268,1.0,0.0,4733,0
17072,1.0,0.0,59421,0
1266,1.0,0.0,4730,0
25975,1.0,0.0,97711,0
15594,1.0,0.0,55604,0
1265,1.0,0.0,4694,0
17070,1.0,0.0,59419,0
1263,1.0,0.0,4691,0
25980,1.0,0.0,97731,0
17069,1.0,0.0,59418,0
25982,1.0,0.0,97733,0
1254,1.0,0.0,4675,0
15591,1.0,0.0,55601,0
17089,1.0,0.0,59448,0
15534,1.0,0.0,55335,0
25942,1.0,0.0,97531,0
1306,1.0,0.0,4847,0
1303,1.0,0.0,4787,0
15446,1.0,0.0,55007,0
25909,1.0,0.0,97461,0
17118,1.0,0.0,59489,0
25912,1.0,0.0,97465,0
17116,1.0,0.0,59486,0
15462,1.0,0.0,55036,0
25916,1.0,0.0,97473,0
17110,1.0,0.0,59479,0
25918,1.0,0.0,97479,0
15474,1.0,0.0,55052,0
1299,1.0,0.0,4781,0
25921,1.0,0.0,97484,0
17107,1.0,0.0,59472,0
15484,1.0,0.0,55072,0
15492,1.0,0.0,55085,0
15531,1.0,0.0,55332,0
25939,1.0,0.0,97525,0
15526,1.0,0.0,55324,0
25937,1.0,0.0,97523,0
25936,1.0,0.0,97522,0
1292,1.0,0.0,4772,0
17097,1.0,0.0,59460,0
17100,1.0,0.0,59464,0
25930,1.0,0.0,97496,0
1296,1.0,0.0,4777,0
25928,1.0,0.0,97493,0
25927,1.0,0.0,97492,0
25926,1.0,0.0,97490,0
25932,1.0,0.0,97498,0
1168,1.0,0.0,4487,0
1253,1.0,0.0,4674,0
15604,1.0,0.0,55702,0
26035,1.0,0.0,97874,0
17022,1.0,0.0,59250,0
1213,1.0,0.0,4614,0
26038,1.0,0.0,97877,0
17021,1.0,0.0,59248,0
1210,1.0,0.0,4611,0
15647,1.0,0.0,55763,0
26042,1.0,0.0,97884,0
26043,1.0,0.0,97885,0
26046,1.0,0.0,97903,0
26047,1.0,0.0,97904,0
26048,1.0,0.0,97905,0
1203,1.0,0.0,4576,0
26050,1.0,0.0,97907,0
26034,1.0,0.0,97873,0
15653,1.0,0.0,55769,0
26053,1.0,0.0,97911,0
1198,1.0,0.0,4571,0
26056,1.0,0.0,97918,0
15656,1.0,0.0,55775,0
17010,1.0,0.0,59223,0
15660,1.0,0.0,55782,0
1191,1.0,0.0,4555,0
15665,1.0,0.0,55787,0
1186,1.0,0.0,4547,0
17004,1.0,0.0,59215,0
17003,1.0,0.0,59214,0
1179,1.0,0.0,4535,0
1177,1.0,0.0,4497,0
1174,1.0,0.0,4493,0
15655,1.0,0.0,55772,0
26033,1.0,0.0,97870,0
15641,1.0,0.0,55752,0
26029,1.0,0.0,97865,0
15608,1.0,0.0,55706,0
17058,1.0,0.0,59349,0
17057,1.0,0.0,59347,0
17055,1.0,0.0,59343,0
17053,1.0,0.0,59338,0
17052,1.0,0.0,59337,0
15624,1.0,0.0,55724,0
25997,1.0,0.0,97812,0
17047,1.0,0.0,59326,0
1237,1.0,0.0,4650,0
17046,1.0,0.0,59324,0
15625,1.0,0.0,55725,0
26003,1.0,0.0,97823,0
1235,1.0,0.0,4648,0
1232,1.0,0.0,4643,0
17041,1.0,0.0,59315,0
15628,1.0,0.0,55732,0
15639,1.0,0.0,55750,0
26026,1.0,0.0,97859,0
17030,1.0,0.0,59261,0
26023,1.0,0.0,97848,0
17032,1.0,0.0,59263,0
1224,1.0,0.0,4629,0
1251,1.0,0.0,4671,0
26020,1.0,0.0,97844,0
1226,1.0,0.0,4631,0
15632,1.0,0.0,55736,0
15631,1.0,0.0,55735,0
1229,1.0,0.0,4637,0
1231,1.0,0.0,4642,0
15630,1.0,0.0,55734,0
26018,1.0,0.0,97842,0
16808,1.0,0.0,58564,0
849,1.0,0.0,3570,0
16800,1.0,0.0,58552,0
16345,1.0,0.0,57321,0
146,1.0,0.0,1034,0
16350,1.0,0.0,57328,0
16352,1.0,0.0,57330,0
16355,1.0,0.0,57334,0
16356,1.0,0.0,57335,0
16362,1.0,0.0,57344,0
26502,1.0,0.0,99662,0
16565,1.0,0.0,57794,0
16369,1.0,0.0,57355,0
26506,1.0,0.0,99667,0
123,1.0,0.0,983,0
16563,1.0,0.0,57792,0
26509,1.0,0.0,99671,0
151,1.0,0.0,1039,0
16562,1.0,0.0,57791,0
113,1.0,0.0,961,0
112,1.0,0.0,959,0
26514,1.0,0.0,99678,0
26515,1.0,0.0,99679,0
16377,1.0,0.0,57365,0
16552,1.0,0.0,57772,0
107,1.0,0.0,949,0
16382,1.0,0.0,57370,0
16385,1.0,0.0,57374,0
16387,1.0,0.0,57376,0
16547,1.0,0.0,57764,0
88,1.0,0.0,794,0
16391,1.0,0.0,57382,0
86,1.0,0.0,786,0
16370,1.0,0.0,57356,0
26492,1.0,0.0,99651,0
16340,1.0,0.0,57313,0
26490,1.0,0.0,99649,0
26450,1.0,0.0,99586,0
239,1.0,0.0,1346,0
26452,1.0,0.0,99588,0
26453,1.0,0.0,99589,0
26455,1.0,0.0,99591,0
16291,1.0,0.0,57223,0
16294,1.0,0.0,57226,0
234,1.0,0.0,1340,0
16297,1.0,0.0,57232,0
26461,1.0,0.0,99609,0
26462,1.0,0.0,99610,0
16600,1.0,0.0,58053,0
212,1.0,0.0,1244,0
211,1.0,0.0,1243,0
16307,1.0,0.0,57243,0
16312,1.0,0.0,57249,0
202,1.0,0.0,1226,0
16331,1.0,0.0,57272,0
26485,1.0,0.0,99641,0
164,1.0,0.0,1072,0
16589,1.0,0.0,58040,0
16590,1.0,0.0,58041,0
26480,1.0,0.0,99636,0
85,1.0,0.0,784,0
26479,1.0,0.0,99634,0
179,1.0,0.0,1094,0
183,1.0,0.0,1098,0
16318,1.0,0.0,57258,0
16314,1.0,0.0,57252,0
16597,1.0,0.0,58049,0
201,1.0,0.0,1225,0
178,1.0,0.0,1093,0
16611,1.0,0.0,58065,0
16544,1.0,0.0,57761,0
16394,1.0,0.0,57385,0
16435,1.0,0.0,57472,0
26577,1.0,0.0,99770,0
16509,1.0,0.0,57650,0
31,1.0,0.0,677,0
16502,1.0,0.0,57641,0
28,1.0,0.0,670,0
27,1.0,0.0,669,0
26,1.0,0.0,667,0
16496,1.0,0.0,57633,0
24,1.0,0.0,662,0
23,1.0,0.0,660,0
22,1.0,0.0,659,0
26592,1.0,0.0,99786,0
26593,1.0,0.0,99788,0
36,1.0,0.0,685,0
16495,1.0,0.0,57632,0
16,1.0,0.0,646,0
16452,1.0,0.0,57533,0
13,1.0,0.0,637,0
16489,1.0,0.0,57622,0
16456,1.0,0.0,57538,0
9,1.0,0.0,623,0
8,1.0,0.0,622,0
16485,1.0,0.0,57585,0
16459,1.0,0.0,57543,0
5,1.0,0.0,612,0
3,1.0,0.0,606,0
16471,1.0,0.0,57564,0
16480,1.0,0.0,57576,0
2,1.0,0.0,603,0
16493,1.0,0.0,57630,0
37,1.0,0.0,687,0
38,1.0,0.0,688,0
39,1.0,0.0,690,0
16395,1.0,0.0,57386,0
16539,1.0,0.0,57755,0
16538,1.0,0.0,57754,0
74,1.0,0.0,767,0
73,1.0,0.0,766,0
72,1.0,0.0,765,0
16537,1.0,0.0,57752,0
16396,1.0,0.0,57420,0
16399,1.0,0.0,57424,0
67,1.0,0.0,741,0
26545,1.0,0.0,99738,0
16532,1.0,0.0,57745,0
62,1.0,0.0,735,0
60,1.0,0.0,730,0
16410,1.0,0.0,57437,0
16411,1.0,0.0,57438,0
16416,1.0,0.0,57446,0
40,1.0,0.0,692,0
41,1.0,0.0,693,0
16433,1.0,0.0,57470,0
16430,1.0,0.0,57467,0
44,1.0,0.0,703,0
16515,1.0,0.0,57660,0
16392,1.0,0.0,57383,0
16423,1.0,0.0,57455,0
16422,1.0,0.0,57454,0
50,1.0,0.0,716,0
51,1.0,0.0,717,0
16421,1.0,0.0,57452,0
26558,1.0,0.0,99751,0
26556,1.0,0.0,99749,0
46,1.0,0.0,705,0
16612,1.0,0.0,58067,0
16284,1.0,0.0,57214,0
16271,1.0,0.0,57067,0
16085,1.0,0.0,56541,0
16754,1.0,0.0,58458,0
16089,1.0,0.0,56545,0
26315,1.0,0.0,99030,0
26316,1.0,0.0,99031,0
16092,1.0,0.0,56548,0
16746,1.0,0.0,58444,0
774,1.0,0.0,3229,0
16106,1.0,0.0,56570,0
16739,1.0,0.0,58436,0
16109,1.0,0.0,56573,0
16111,1.0,0.0,56575,0
26327,1.0,0.0,99109,0
26328,1.0,0.0,99110,0
778,1.0,0.0,3234,0
770,1.0,0.0,3224,0
766,1.0,0.0,3220,0
16731,1.0,0.0,58424,0
26334,1.0,0.0,99118,0
16730,1.0,0.0,58423,0
16114,1.0,0.0,56579,0
739,1.0,0.0,3054,0
26340,1.0,0.0,99125,0
26341,1.0,0.0,99126,0
16121,1.0,0.0,56587,0
16720,1.0,0.0,58385,0
26344,1.0,0.0,99130,0
16719,1.0,0.0,58384,0
16132,1.0,0.0,56627,0
726,1.0,0.0,3037,0
16113,1.0,0.0,56578,0
26309,1.0,0.0,99022,0
16073,1.0,0.0,56524,0
783,1.0,0.0,3241,0
16799,1.0,0.0,58549,0
16024,1.0,0.0,56435,0
16025,1.0,0.0,56436,0
16791,1.0,0.0,58533,0
16790,1.0,0.0,58532,0
26273,1.0,0.0,98862,0
26275,1.0,0.0,98921,0
835,1.0,0.0,3451,0
16786,1.0,0.0,58528,0
26278,1.0,0.0,98925,0
16784,1.0,0.0,58523,0
26281,1.0,0.0,98934,0
16783,1.0,0.0,58521,0
16782,1.0,0.0,58520,0
26286,1.0,0.0,98939,0
16774,1.0,0.0,58487,0
16773,1.0,0.0,58486,0
787,1.0,0.0,3245,0
16763,1.0,0.0,58475,0
16068,1.0,0.0,56519,0
16766,1.0,0.0,58478,0
801,1.0,0.0,3263,0
803,1.0,0.0,3266,0
16134,1.0,0.0,56629,0
26298,1.0,0.0,99003,0
16065,1.0,0.0,56516,0
26295,1.0,0.0,98952,0
16770,1.0,0.0,58482,0
16056,1.0,0.0,56479,0
815,1.0,0.0,3285,0
816,1.0,0.0,3287,0
16767,1.0,0.0,58479,0
26350,1.0,0.0,99137,0
724,1.0,0.0,3034,0
16135,1.0,0.0,56630,0
16668,1.0,0.0,58274,0
16183,1.0,0.0,56720,0
16187,1.0,0.0,56724,0
16190,1.0,0.0,56727,0
16660,1.0,0.0,58265,0
569,1.0,0.0,2561,0
16659,1.0,0.0,58262,0
16655,1.0,0.0,58258,0
16651,1.0,0.0,58251,0
16210,1.0,0.0,56758,0
16211,1.0,0.0,56759,0
26418,1.0,0.0,99548,0
16213,1.0,0.0,56761,0
16639,1.0,0.0,58231,0
26423,1.0,0.0,99553,0
16225,1.0,0.0,57015,0
16226,1.0,0.0,57016,0
16267,1.0,0.0,57063,0
255,1.0,0.0,1378,0
256,1.0,0.0,1379,0
16266,1.0,0.0,57062,0
16261,1.0,0.0,57055,0
271,1.0,0.0,1463,0
594,1.0,0.0,2652,0
16258,1.0,0.0,57052,0
16254,1.0,0.0,57048,0
277,1.0,0.0,1474,0
16625,1.0,0.0,58210,0
16239,1.0,0.0,57031,0
16237,1.0,0.0,57029,0
16633,1.0,0.0,58223,0
276,1.0,0.0,1473,0
25904,1.0,0.0,97454,0
597,1.0,0.0,2657,0
16173,1.0,0.0,56686,0
16139,1.0,0.0,56637,0
701,1.0,0.0,2894,0
699,1.0,0.0,2892,0
16709,1.0,0.0,58368,0
16146,1.0,0.0,56650,0
26362,1.0,0.0,99151,0
16147,1.0,0.0,56651,0
16148,1.0,0.0,56652,0
26365,1.0,0.0,99154,0
16700,1.0,0.0,58353,0
26367,1.0,0.0,99157,0
16150,1.0,0.0,56654,0
16697,1.0,0.0,58348,0
16693,1.0,0.0,58343,0
16155,1.0,0.0,56661,0
26373,1.0,0.0,99167,0
16689,1.0,0.0,58335,0
16676,1.0,0.0,58311,0
608,1.0,0.0,2672,0
16168,1.0,0.0,56680,0
622,1.0,0.0,2725,0
16166,1.0,0.0,56676,0
16681,1.0,0.0,58323,0
16174,1.0,0.0,56687,0
642,1.0,0.0,2777,0
648,1.0,0.0,2804,0
16685,1.0,0.0,58329,0
660,1.0,0.0,2822,0
16687,1.0,0.0,58331,0
26376,1.0,0.0,99173,0
16157,1.0,0.0,56663,0
16683,1.0,0.0,58325,0
3502,1.0,0.0,13731,0
25903,1.0,0.0,97453,0
25900,1.0,0.0,97450,0
14643,1.0,0.0,52530,0
17595,1.0,0.0,61340,0
14647,1.0,0.0,52535,0
14648,1.0,0.0,52536,0
17591,1.0,0.0,61335,0
14654,1.0,0.0,52548,0
2943,1.0,0.0,12455,0
25392,1.0,0.0,95346,0
2938,1.0,0.0,12450,0
2934,1.0,0.0,12444,0
2927,1.0,0.0,12436,0
2925,1.0,0.0,12434,0
25400,1.0,0.0,95379,0
2963,1.0,0.0,12481,0
14661,1.0,0.0,52555,0
14668,1.0,0.0,52567,0
2915,1.0,0.0,12422,0
17580,1.0,0.0,61321,0
17579,1.0,0.0,61320,0
25408,1.0,0.0,95410,0
2910,1.0,0.0,12417,0
2903,1.0,0.0,12409,0
2900,1.0,0.0,12405,0
25415,1.0,0.0,95423,0
14682,1.0,0.0,52586,0
25418,1.0,0.0,95428,0
14687,1.0,0.0,52594,0
2883,1.0,0.0,12193,0
14694,1.0,0.0,52625,0
2921,1.0,0.0,12430,0
14636,1.0,0.0,52355,0
2969,1.0,0.0,12487,0
2974,1.0,0.0,12494,0
14560,1.0,0.0,52212,0
14563,1.0,0.0,52215,0
3084,1.0,0.0,12785,0
14568,1.0,0.0,52220,0
17634,1.0,0.0,61420,0
14573,1.0,0.0,52225,0
17631,1.0,0.0,61417,0
3076,1.0,0.0,12776,0
3071,1.0,0.0,12768,0
14586,1.0,0.0,52249,0
3069,1.0,0.0,12766,0
17625,1.0,0.0,61411,0
14590,1.0,0.0,52255,0
14591,1.0,0.0,52257,0
25351,1.0,0.0,95225,0
14593,1.0,0.0,52305,0
17619,1.0,0.0,61375,0
25372,1.0,0.0,95310,0
25371,1.0,0.0,95306,0
17607,1.0,0.0,61359,0
2979,1.0,0.0,12502,0
25368,1.0,0.0,95257,0
14625,1.0,0.0,52341,0
25425,1.0,0.0,95443,0
2984,1.0,0.0,12513,0
14610,1.0,0.0,52325,0
3035,1.0,0.0,12720,0
3038,1.0,0.0,12723,0
14599,1.0,0.0,52313,0
3046,1.0,0.0,12736,0
3047,1.0,0.0,12737,0
25364,1.0,0.0,95249,0
14553,1.0,0.0,52205,0
25427,1.0,0.0,95445,0
2867,1.0,0.0,12172,0
25478,1.0,0.0,95560,0
2787,1.0,0.0,12040,0
17517,1.0,0.0,61087,0
2782,1.0,0.0,12032,0
2781,1.0,0.0,12031,0
14764,1.0,0.0,53003,0
25484,1.0,0.0,95568,0
14768,1.0,0.0,53010,0
17512,1.0,0.0,61079,0
25487,1.0,0.0,95573,0
17511,1.0,0.0,61078,0
17509,1.0,0.0,61075,0
17505,1.0,0.0,61070,0
14782,1.0,0.0,53033,0
25477,1.0,0.0,95559,0
14795,1.0,0.0,53049,0
17494,1.0,0.0,61054,0
14797,1.0,0.0,53057,0
17486,1.0,0.0,61046,0
14812,1.0,0.0,53083,0
14816,1.0,0.0,53091,0
2575,1.0,0.0,10922,0
14820,1.0,0.0,53098,0
14827,1.0,0.0,53118,0
14842,1.0,0.0,53156,0
14843,1.0,0.0,53167,0
17467,1.0,0.0,61015,0
2422,1.0,0.0,8751,0
17465,1.0,0.0,61013,0
25494,1.0,0.0,95607,0
14752,1.0,0.0,52773,0
17519,1.0,0.0,61089,0
2789,1.0,0.0,12042,0
17557,1.0,0.0,61274,0
25433,1.0,0.0,95456,0
14700,1.0,0.0,52638,0
17555,1.0,0.0,61272,0
2862,1.0,0.0,12166,0
17553,1.0,0.0,61264,0
14701,1.0,0.0,52639,0
25440,1.0,0.0,95464,0
17546,1.0,0.0,61257,0
2847,1.0,0.0,12147,0
2844,1.0,0.0,12139,0
4549,1.0,0.0,16633,0
25446,1.0,0.0,95470,0
2838,1.0,0.0,12130,0
14713,1.0,0.0,52656,0
2830,1.0,0.0,12117,0
2829,1.0,0.0,12116,0
14751,1.0,0.0,52772,0
14747,1.0,0.0,52766,0
2805,1.0,0.0,12064,0
25467,1.0,0.0,95548,0
2811,1.0,0.0,12071,0
14737,1.0,0.0,52751,0
2868,1.0,0.0,12173,0
25463,1.0,0.0,95543,0
14728,1.0,0.0,52738,0
17539,1.0,0.0,61243,0
2821,1.0,0.0,12090,0
14719,1.0,0.0,52720,0
25454,1.0,0.0,95514,0
17542,1.0,0.0,61251,0
17533,1.0,0.0,61236,0
17460,1.0,0.0,61006,0
14552,1.0,0.0,52203,0
14548,1.0,0.0,52172,0
3384,1.0,0.0,13418,0
3382,1.0,0.0,13416,0
3381,1.0,0.0,13415,0
17805,1.0,0.0,61833,0
17803,1.0,0.0,61831,0
14297,1.0,0.0,51019,0
14303,1.0,0.0,51026,0
25188,1.0,0.0,93530,0
14313,1.0,0.0,51037,0
3365,1.0,0.0,13361,0
14318,1.0,0.0,51044,0
17791,1.0,0.0,61778,0
25194,1.0,0.0,93545,0
25196,1.0,0.0,93553,0
14294,1.0,0.0,51014,0
25197,1.0,0.0,93554,0
3357,1.0,0.0,13348,0
25200,1.0,0.0,93563,0
3354,1.0,0.0,13343,0
14322,1.0,0.0,51049,0
14325,1.0,0.0,51052,0
17783,1.0,0.0,61770,0
14331,1.0,0.0,51060,0
14333,1.0,0.0,51062,0
14344,1.0,0.0,51234,0
3333,1.0,0.0,13320,0
3330,1.0,0.0,13317,0
17772,1.0,0.0,61750,0
3323,1.0,0.0,13309,0
25215,1.0,0.0,93621,0
17788,1.0,0.0,61775,0
3390,1.0,0.0,13431,0
3391,1.0,0.0,13433,0
3394,1.0,0.0,13437,0
14174,1.0,0.0,50577,0
14183,1.0,0.0,50590,0
3478,1.0,0.0,13666,0
17849,1.0,0.0,61913,0
25135,1.0,0.0,93255,0
14196,1.0,0.0,50606,0
14223,1.0,0.0,50645,0
14228,1.0,0.0,50652,0
14231,1.0,0.0,50655,0
3448,1.0,0.0,13625,0
25149,1.0,0.0,93283,0
14261,1.0,0.0,50839,0
14263,1.0,0.0,50841,0
17822,1.0,0.0,61854,0
3423,1.0,0.0,13491,0
3422,1.0,0.0,13489,0
17809,1.0,0.0,61841,0
3398,1.0,0.0,13450,0
14292,1.0,0.0,51011,0
17814,1.0,0.0,61846,0
3402,1.0,0.0,13459,0
3403,1.0,0.0,13460,0
14352,1.0,0.0,51243,0
3405,1.0,0.0,13464,0
3408,1.0,0.0,13470,0
14281,1.0,0.0,50864,0
3410,1.0,0.0,13472,0
14275,1.0,0.0,50858,0
25158,1.0,0.0,93429,0
14267,1.0,0.0,50846,0
14284,1.0,0.0,51003,0
3097,1.0,0.0,12811,0
17769,1.0,0.0,61747,0
14387,1.0,0.0,51441,0
14473,1.0,0.0,51648,0
14474,1.0,0.0,51649,0
14478,1.0,0.0,51654,0
3177,1.0,0.0,12943,0
3169,1.0,0.0,12932,0
14492,1.0,0.0,52043,0
14502,1.0,0.0,52054,0
3153,1.0,0.0,12913,0
14506,1.0,0.0,52065,0
14507,1.0,0.0,52066,0
14509,1.0,0.0,52069,0
14515,1.0,0.0,52077,0
3144,1.0,0.0,12878,0
14524,1.0,0.0,52140,0
14470,1.0,0.0,51645,0
17671,1.0,0.0,61468,0
25307,1.0,0.0,94924,0
17668,1.0,0.0,61465,0
14530,1.0,0.0,52151,0
17663,1.0,0.0,61454,0
17661,1.0,0.0,61452,0
3121,1.0,0.0,12843,0
14538,1.0,0.0,52161,0
17651,1.0,0.0,61439,0
25321,1.0,0.0,94971,0
3115,1.0,0.0,12836,0
17646,1.0,0.0,61434,0
3109,1.0,0.0,12828,0
3108,1.0,0.0,12827,0
3106,1.0,0.0,12823,0
25306,1.0,0.0,94923,0
3194,1.0,0.0,12967,0
14466,1.0,0.0,51637,0
14465,1.0,0.0,51636,0
14393,1.0,0.0,51447,0
14399,1.0,0.0,51454,0
14406,1.0,0.0,51465,0
17745,1.0,0.0,61722,0
14411,1.0,0.0,51521,0
14412,1.0,0.0,51523,0
25234,1.0,0.0,93660,0
3282,1.0,0.0,13136,0
3280,1.0,0.0,13134,0
14414,1.0,0.0,51526,0
14416,1.0,0.0,51528,0
14419,1.0,0.0,51531,0
25242,1.0,0.0,93675,0
3256,1.0,0.0,13087,0
17728,1.0,0.0,61565,0
3248,1.0,0.0,13076,0
14427,1.0,0.0,51541,0
3202,1.0,0.0,12978,0
3204,1.0,0.0,12980,0
3206,1.0,0.0,12983,0
3212,1.0,0.0,12993,0
3213,1.0,0.0,12996,0
14383,1.0,0.0,51433,0
14452,1.0,0.0,51570,0
3222,1.0,0.0,13030,0
14449,1.0,0.0,51564,0
17716,1.0,0.0,61544,0
14446,1.0,0.0,51561,0
14443,1.0,0.0,51558,0
14429,1.0,0.0,51543,0
3215,1.0,0.0,12998,0
17456,1.0,0.0,60970,0
2347,1.0,0.0,8345,0
14880,1.0,0.0,53506,0
1425,1.0,0.0,5086,0
1423,1.0,0.0,5083,0
25775,1.0,0.0,97020,0
17231,1.0,0.0,59866,0
17228,1.0,0.0,59863,0
1415,1.0,0.0,5070,0
25781,1.0,0.0,97029,0
1410,1.0,0.0,5062,0
17225,1.0,0.0,59856,0
15333,1.0,0.0,54770,0
25788,1.0,0.0,97042,0
17216,1.0,0.0,59844,0
25791,1.0,0.0,97050,0
1397,1.0,0.0,5045,0
17235,1.0,0.0,59872,0
15342,1.0,0.0,54813,0
25799,1.0,0.0,97102,0
15345,1.0,0.0,54819,0
25801,1.0,0.0,97107,0
15346,1.0,0.0,54820,0
1387,1.0,0.0,5034,0
25805,1.0,0.0,97111,0
15350,1.0,0.0,54826,0
15352,1.0,0.0,54828,0
1381,1.0,0.0,4989,0
17197,1.0,0.0,59820,0
25810,1.0,0.0,97118,0
15356,1.0,0.0,54835,0
1378,1.0,0.0,4986,0
